Frame;Bone;X;Y;Z;RotX;RotY;RotZ
1876;両目;0.000000;0.000000;0.000000;-0.012641;-0.043616;-0.000552
1881;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
1886;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
1892;両目;0.000000;0.000000;0.000000;-0.016574;0.026173;0.000434
1900;両目;0.000000;0.000000;0.000000;-0.008718;-0.043618;-0.000381
1932;両目;0.000000;0.000000;0.000000;-0.008727;0.000000;0.000000
1935;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
1956;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
1960;両目;0.000000;0.000000;0.000000;-0.020499;-0.026171;-0.000537
1963;両目;0.000000;0.000000;0.000000;-0.014617;0.000000;0.000000
1970;両目;0.000000;0.000000;0.000000;-0.018537;-0.026172;-0.000485
1975;両目;0.000000;0.000000;0.000000;-0.031095;-0.026164;-0.000814
1978;両目;0.000000;0.000000;0.000000;-0.047962;-0.026147;-0.001256
1983;両目;0.000000;0.000000;0.000000;-0.047962;-0.026147;-0.001256
1989;両目;0.000000;0.000000;0.000000;-0.028358;0.000000;0.000000
1993;両目;0.000000;0.000000;0.000000;-0.025601;-0.026168;-0.000670
1998;両目;0.000000;0.000000;0.000000;-0.016564;-0.043613;-0.000723
2016;両目;0.000000;0.000000;0.000000;-0.016549;-0.061040;-0.001012
2028;両目;0.000000;0.000000;0.000000;-0.018150;0.000000;0.000000
2034;両目;0.000000;0.000000;0.000000;-0.015795;0.000000;0.000000
2045;両目;0.000000;0.000000;0.000000;-0.019328;0.000000;0.000000
2050;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2068;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2072;両目;0.000000;0.000000;0.000000;-0.012653;0.000000;0.000000
2080;両目;0.000000;0.000000;0.000000;-0.016973;0.000000;0.000000
2089;両目;0.000000;0.000000;0.000000;-0.018537;0.026172;0.000485
2093;両目;0.000000;0.000000;0.000000;-0.047932;0.043569;0.002093
2099;両目;0.000000;0.000000;0.000000;-0.020114;0.000000;0.000000
2106;両目;0.000000;0.000000;0.000000;-0.017741;-0.043612;-0.000775
2119;両目;0.000000;0.000000;0.000000;-0.012641;-0.043616;-0.000552
2125;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2131;両目;0.000000;0.000000;0.000000;-0.028358;0.000000;0.000000
2139;両目;0.000000;0.000000;0.000000;-0.012630;0.061044;0.000772
2165;両目;0.000000;0.000000;0.000000;-0.016549;0.061040;0.001012
2170;両目;0.000000;0.000000;0.000000;-0.047889;0.060978;0.002929
2175;両目;0.000000;0.000000;0.000000;-0.016941;0.061040;0.001036
2210;両目;0.000000;0.000000;0.000000;-0.018929;-0.026172;-0.000496
2214;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2225;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2234;両目;0.000000;0.000000;0.000000;-0.020468;-0.061036;-0.001252
2242;両目;0.000000;0.000000;0.000000;-0.008705;-0.069754;-0.000609
2255;両目;0.000000;0.000000;0.000000;-0.018117;-0.061038;-0.001108
2260;両目;0.000000;0.000000;0.000000;-0.047889;-0.060978;-0.002929
2265;両目;0.000000;0.000000;0.000000;-0.016539;-0.069747;-0.001157
2279;両目;0.000000;0.000000;0.000000;-0.023603;-0.061031;-0.001444
2283;両目;0.000000;0.000000;0.000000;-0.047932;-0.043569;-0.002093
2286;両目;0.000000;0.000000;0.000000;-0.047932;-0.043569;-0.002093
2290;両目;0.000000;0.000000;0.000000;-0.013034;-0.043616;-0.000569
2295;両目;0.000000;0.000000;0.000000;-0.020487;-0.043610;-0.000894
2311;両目;0.000000;0.000000;0.000000;-0.013426;-0.043615;-0.000586
2320;両目;0.000000;0.000000;0.000000;-0.016564;-0.043613;-0.000723
2325;両目;0.000000;0.000000;0.000000;-0.047932;-0.043569;-0.002093
2328;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2342;両目;0.000000;0.000000;0.000000;-0.047889;-0.060978;-0.002929
2346;両目;0.000000;0.000000;0.000000;-0.020860;-0.061035;-0.001276
2353;両目;0.000000;0.000000;0.000000;-0.020487;-0.043610;-0.000894
2357;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2360;両目;0.000000;0.000000;0.000000;-0.047889;0.060978;0.002929
2365;両目;0.000000;0.000000;0.000000;-0.012649;0.026175;0.000331
2379;両目;0.000000;0.000000;0.000000;-0.021291;0.000000;0.000000
2383;両目;0.000000;0.000000;0.000000;-0.047962;0.026147;0.001256
2391;両目;0.000000;0.000000;0.000000;-0.037372;0.026159;0.000979
2396;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2401;両目;0.000000;0.000000;0.000000;-0.024409;-0.043606;-0.001066
2409;両目;0.000000;0.000000;0.000000;-0.021284;-0.026171;-0.000557
2414;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2419;両目;0.000000;0.000000;0.000000;-0.012649;-0.026175;-0.000331
2430;両目;0.000000;0.000000;0.000000;-0.012653;0.000000;0.000000
2446;両目;0.000000;0.000000;0.000000;-0.012653;0.000000;0.000000
2451;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2457;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2461;両目;0.000000;0.000000;0.000000;-0.018150;0.000000;0.000000
2474;両目;0.000000;0.000000;0.000000;-0.012653;0.000000;0.000000
2479;両目;0.000000;0.000000;0.000000;-0.047889;0.060978;0.002929
2485;両目;0.000000;0.000000;0.000000;-0.020506;0.000000;0.000000
2493;両目;0.000000;0.000000;0.000000;-0.012261;0.000000;0.000000
2500;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2506;両目;0.000000;0.000000;0.000000;-0.016580;0.000000;0.000000
2517;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2522;両目;0.000000;0.000000;0.000000;-0.020506;0.000000;0.000000
2528;両目;0.000000;0.000000;0.000000;-0.023254;0.000000;0.000000
2532;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2539;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2544;両目;0.000000;0.000000;0.000000;-0.020487;0.043610;0.000894
2556;両目;0.000000;0.000000;0.000000;-0.024409;0.043606;0.001066
2561;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2569;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2573;両目;0.000000;0.000000;0.000000;-0.012641;0.043616;0.000552
2579;両目;0.000000;0.000000;0.000000;-0.018900;0.061038;0.001156
2587;両目;0.000000;0.000000;0.000000;-0.022806;0.069738;0.001595
2593;両目;0.000000;0.000000;0.000000;-0.047861;0.069676;0.003347
2596;両目;0.000000;0.000000;0.000000;-0.047861;0.069676;0.003347
2610;両目;0.000000;0.000000;0.000000;-0.019702;0.043611;0.000860
2623;両目;0.000000;0.000000;0.000000;-0.018150;0.000000;0.000000
2641;両目;0.000000;0.000000;0.000000;-0.018537;0.026172;0.000485
2651;両目;0.000000;0.000000;0.000000;-0.011839;0.069752;0.000828
2655;両目;0.000000;0.000000;0.000000;-0.020456;0.069742;0.001430
2668;両目;0.000000;0.000000;0.000000;-0.015795;0.000000;0.000000
2682;両目;0.000000;0.000000;0.000000;-0.011868;0.000000;0.000000
2686;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2690;両目;0.000000;0.000000;0.000000;-0.018525;-0.043612;-0.000809
2696;両目;0.000000;0.000000;0.000000;-0.021644;-0.061034;-0.001324
2706;両目;0.000000;0.000000;0.000000;-0.023589;-0.069737;-0.001650
2712;両目;0.000000;0.000000;0.000000;-0.047962;-0.026147;-0.001256
2719;両目;0.000000;0.000000;0.000000;-0.015402;0.000000;0.000000
2728;両目;0.000000;0.000000;0.000000;-0.018936;0.000000;0.000000
2745;両目;0.000000;0.000000;0.000000;-0.014224;0.000000;0.000000
2750;両目;0.000000;0.000000;0.000000;-0.047932;-0.043569;-0.002093
2755;両目;0.000000;0.000000;0.000000;-0.012649;-0.026175;-0.000331
2768;両目;0.000000;0.000000;0.000000;-0.013831;0.000000;0.000000
2781;両目;0.000000;0.000000;0.000000;-0.020114;0.000000;0.000000
2794;両目;0.000000;0.000000;0.000000;-0.015009;0.000000;0.000000
2805;両目;0.000000;0.000000;0.000000;-0.019328;0.000000;0.000000
2810;両目;0.000000;0.000000;0.000000;-0.047932;-0.043569;-0.002093
2825;両目;0.000000;0.000000;0.000000;-0.047932;-0.043569;-0.002093
2833;両目;0.000000;0.000000;0.000000;-0.016956;-0.043613;-0.000740
2839;両目;0.000000;0.000000;0.000000;-0.017753;0.061040;0.001142
2845;両目;0.000000;0.000000;0.000000;-0.018947;0.061038;0.001181
2853;両目;0.000000;0.000000;0.000000;-0.020879;-0.043610;-0.000912
2858;両目;0.000000;0.000000;0.000000;-0.017450;-0.017450;-0.000305
2863;両目;0.000000;0.000000;0.000000;-0.017452;0.000000;0.000000
2870;両目;0.000000;0.000000;0.000000;-0.017365;0.000000;0.000000
2889;両目;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2893;両目;0.000000;0.000000;0.000000;0.034899;0.000000;0.000000
2898;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
2902;両目;0.000000;0.000000;0.000000;-0.017365;0.000000;0.000000
2911;両目;0.000000;0.000000;0.000000;-0.017355;0.034894;0.000606
2926;両目;0.000000;0.000000;0.000000;-0.023589;0.069737;0.001650
2933;両目;0.000000;0.000000;0.000000;-0.047861;0.069676;0.003347
2946;両目;0.000000;0.000000;0.000000;-0.047889;0.060978;0.002929
2950;両目;0.000000;0.000000;0.000000;-0.012641;0.043616;0.000552
2959;両目;0.000000;0.000000;0.000000;-0.019322;0.026172;0.000506
2963;両目;0.000000;0.000000;0.000000;-0.047889;0.060978;0.002929
2967;両目;0.000000;0.000000;0.000000;-0.047889;0.060978;0.002929
2977;両目;0.000000;0.000000;0.000000;-0.028289;0.069728;0.001978
2985;両目;0.000000;0.000000;0.000000;-0.047932;0.043569;0.002093
2990;両目;0.000000;0.000000;0.000000;-0.020506;0.000000;0.000000
2997;両目;0.000000;0.000000;0.000000;-0.018936;0.000000;0.000000
3005;両目;0.000000;0.000000;0.000000;-0.018543;0.000000;0.000000
3011;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3018;両目;0.000000;0.000000;0.000000;-0.018936;0.000000;0.000000
3031;両目;0.000000;0.000000;0.000000;-0.018543;0.000000;0.000000
3036;両目;0.000000;0.000000;0.000000;-0.018543;0.000000;0.000000
3058;両目;0.000000;0.000000;0.000000;-0.024432;0.000000;0.000000
3066;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3080;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3105;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3132;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3137;両目;0.000000;0.000000;0.000000;-0.014224;0.000000;0.000000
3144;両目;0.000000;0.000000;0.000000;-0.028358;0.000000;0.000000
3156;両目;0.000000;0.000000;0.000000;-0.030320;0.000000;0.000000
3160;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3166;両目;0.000000;0.000000;0.000000;-0.022035;-0.061034;-0.001348
3173;両目;0.000000;0.000000;0.000000;-0.027573;0.000000;0.000000
3179;両目;0.000000;0.000000;0.000000;-0.011868;0.000000;0.000000
3189;両目;0.000000;0.000000;0.000000;-0.012261;0.000000;0.000000
3205;両目;0.000000;0.000000;0.000000;-0.019714;0.026172;0.000516
3209;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3214;両目;0.000000;0.000000;0.000000;-0.012653;0.000000;0.000000
3225;両目;0.000000;0.000000;0.000000;-0.022469;0.000000;0.000000
3232;両目;0.000000;0.000000;0.000000;-0.008727;0.000000;0.000000
3240;両目;0.000000;0.000000;0.000000;-0.014617;0.000000;0.000000
3259;両目;0.000000;0.000000;0.000000;-0.027573;0.000000;0.000000
3275;両目;0.000000;0.000000;0.000000;-0.008727;0.000000;0.000000
3285;両目;0.000000;0.000000;0.000000;-0.012653;0.000000;0.000000
3290;両目;0.000000;0.000000;0.000000;-0.012653;0.000000;0.000000
3297;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3336;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3341;両目;0.000000;0.000000;0.000000;-0.018543;0.000000;0.000000
3348;両目;0.000000;0.000000;0.000000;-0.017758;0.000000;0.000000
3352;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
3358;両目;0.000000;0.000000;0.000000;-0.016187;0.000000;0.000000
3365;両目;0.000000;0.000000;0.000000;-0.047978;0.000000;0.000000
